incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
Willow Fire,Y,2022-10-21T13:37:06Z,2020-09-09T08:04:43Z,CAL FIRE Nevada-Yuba-Placer Unit ,,Yuba,"Neptune Lane and Willow Glen Road, North of Smartville ",1311,100,,"Cooperating Agencies: CHP, LINDA FIRE, BEALE AFB, OLIVEHURST FIRE, FOOTHILL FIRE",-121.32361,39.3637,Wildfire,7442faa1-3681-4b85-8ed7-229e34ee3011,https://www.fire.ca.gov/incidents/2020/9/9/willow-fire/,2020-09-14T17:35:00Z,2020-09-14,2020-09-09,N,TRUE,FALSE
Snow Fire ,Y,2022-10-21T13:37:37Z,2020-09-17T16:11:01Z,San Bernardino National Forest,,Riverside,"Snow Creek Road and Cottonwood Road,  west of Palm Springs in Riverside County. ",6254,100,,San Bernardino National Forest,-116.68386,33.88831,Wildfire,0e83ff21-5cb8-4f2f-b059-58a77d39b502,https://www.fire.ca.gov/incidents/2020/9/17/snow-fire/,,,2020-09-17,N,FALSE,FALSE
Glass Fire,Y,2022-10-21T13:37:57Z,2020-09-27T08:48:00Z,"Unified Command: CAL FIRE Sonoma Lake Napa, Sonoma County Sheriff’s Office, Napa County Sheriff’s Office, Santa Rosa Fire Department and Santa Rosa Police Department.",,"Napa, Sonoma",North Fork Crystal Springs Rd & Crystal Springs Rd,67484,100,,"CAL FIRE LNU, Cooperating Agencies: Napa County Fire Department, Santa Rosa PD, Santa Rosa FD, Sonoma Valley Fire Authority, Sonoma County Fire, City of Calistoga, AMR, BLM, OES, PG&E, CDCR, CHP, CALTRANS, & State Parks",-122.49745,38.56295,Wildfire,d6b00a56-682d-4908-bf07-45eef54c9198,https://www.fire.ca.gov/incidents/2020/9/27/glass-fire/,2020-10-20T11:00:00Z,2020-10-20,2020-09-27,N,TRUE,FALSE
Candy Fire,Y,2022-10-21T13:38:16Z,2020-09-29T13:32:00Z,Riverside County Fire Department,,Riverside,"Gavilan Road and Lake Mathews Dr, Perris in Riverside County.",454,100,,Riverside County Fire Department,-117.374419,33.764357,Wildfire,eef565af-d64a-4c72-a4a2-6a9d13e6211c,https://www.fire.ca.gov/incidents/2020/9/29/candy-fire/,2020-09-30T19:12:00Z,2020-09-30,2020-09-29,N,TRUE,FALSE
Sanderson Fire,Y,2022-10-21T13:38:36Z,2020-12-13T08:00:00Z,CAL FIRE Riverside County Unit,,Riverside,La Borde Canyon Rd and Jack Rabbit Trail,1954,100,,,-117.03459,33.93244,Wildfire,0dad0a68-239b-41b5-bfe0-033e6a216fac,https://www.fire.ca.gov/incidents/2020/12/13/sanderson-fire/,2020-12-14T17:50:00Z,2020-12-14,2020-12-13,N,TRUE,FALSE
Tenaja,Y,2022-10-21T13:46:11Z,2019-09-04T16:43:36Z,CAL FIRE/Riverside County Fire Department ,,Riverside,"Tenaja Road and Clinton Keith Road, in La Cresta",1926,100,,"CAL FIRE / Riverside County Fire, City of Murrieta ",-117.273157,33.528469,Wildfire,f68808fb-a705-4083-a136-1a45c61c7f74,https://www.fire.ca.gov/incidents/2019/9/4/tenaja/,2019-09-14T19:00:00Z,2019-09-14,2019-09-04,N,TRUE,FALSE
Swedes Fire,Y,2022-10-21T13:46:32Z,2019-09-07T15:06:00Z,CAL FIRE Butte County Fire ,,Butte,"Swedes Flat Road and Oro Bangor Highway, east of Oroville",496,100,,CAL FIRE Butte County Fire ,-121.412619,39.45296,Wildfire,63a43984-64ce-40aa-bbc3-98330a46353f,https://www.fire.ca.gov/incidents/2019/9/7/swedes-fire/,2019-09-13T19:00:00Z,2019-09-13,2019-09-07,N,TRUE,FALSE
Rawson Fire,Y,2022-10-21T13:47:05Z,2019-10-27T02:47:20Z,CAL FIRE Tehama-Glenn Unit,,Tehama,"Gyle Road and Long Dirt Road, Northwest of Corning",605,100,,,-122.25421,40.00171,Wildfire,828b2492-fc44-4fc0-97fa-f0b439e6fa0d,https://www.fire.ca.gov/incidents/2019/10/27/rawson-fire/,2019-10-28T07:22:00Z,2019-10-28,2019-10-27,N,TRUE,FALSE
46 Fire,Y,2022-10-21T13:47:40Z,2019-10-31T06:22:34Z,CAL FIRE Riverside County Fire Department,,Riverside,"5300 block of 46th Street, East Jurupa Valley",328,100,, CAL FIRE Riverside County Fire Department,-117.414111,33.985972,Wildfire,e59fa47f-0f47-49a9-a2c5-092cfaf68ed5,https://www.fire.ca.gov/incidents/2019/10/31/46-fire/,2019-11-03T16:15:00Z,2019-11-03,2019-10-31,N,TRUE,FALSE
Ranch Fire,Y,2022-10-21T13:48:01Z,2019-11-03T14:16:17Z,CAL FIRE Tehama-Glenn Unit,,Tehama,"Colyer Springs Rd and Raglin Ridge Rd, southwest of Red Bluff",2534,100,,"Cooperating Agencies: California Department of Corrections, Tehama County Sheriffs Department, Bureau of Land Management, Tehama County Fire Dept. El Camino Co. 9, Mendocino National Forest, CHP, California Office of Emergency Services, Tehama County Public Works",-122.637837,40.036379,Wildfire,69d98a94-4980-4dc0-b388-61c37c635f32,https://www.fire.ca.gov/incidents/2019/11/3/ranch-fire/,2019-11-14T18:02:00Z,2019-11-14,2019-11-03,N,TRUE,FALSE
Gillis Fire,Y,2022-10-21T13:51:35Z,2019-07-08T16:44:08Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,Gillis Canyon and South East of Shandon,1010,100,,,-120.2691666,35.6311111,Wildfire,1fd11e53-a132-4b89-bc8f-f7061f685ad3,https://www.fire.ca.gov/incidents/2019/7/8/gillis-fire/,2019-07-09T18:22:00Z,2019-07-09,2019-07-08,N,TRUE,FALSE
Lake Fire,Y,2022-10-21T13:51:57Z,2019-07-29T15:43:48Z,CAL FIRE San Benito - Monterey Unit,,Monterey,"near Lake San Antonio, Jolon Road and New Pleyto Road, Lockwood ",306,100,,,-120.984167,35.908333,Wildfire,540b19a4-b84c-4d9c-9cb3-746b53a094b7,https://www.fire.ca.gov/incidents/2019/7/29/lake-fire/,,,2019-07-29,N,TRUE,FALSE
Marsh Complex,Y,2022-10-21T13:52:48Z,2019-08-03T08:16:00Z,Unified Command: CAL FIRE Santa Clara Unit and East Contra Costa Fire Protection District,,Contra Costa,"Marsh Creek Rd and Morgan Territory Rd, southwest of Brentwood",340,100,,,-121.872941,37.908362,Wildfire,1f576988-2ad0-4a7b-afed-f650caafc579,https://www.fire.ca.gov/incidents/2019/8/3/marsh-complex/,2019-08-06T18:42:00Z,2019-08-06,2019-08-03,N,TRUE,FALSE
Hunter Fire,Y,2022-10-21T13:53:06Z,2019-08-15T15:15:56Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Bear Valley Rd and Cotton Creek Rd, east of Snelling",433,100,,,-120.208019,37.532028,Wildfire,852f3058-ccaa-4877-8e8e-f5b8a9649936,https://www.fire.ca.gov/incidents/2019/8/15/hunter-fire/,,,2019-08-15,N,TRUE,FALSE
Red Bank Fire,Y,2022-10-21T13:53:28Z,2019-09-05T13:19:56Z,CAL FIRE Tehama Glenn Unit ,,Tehama,"Off Hammer Loop Road and Petty John Road, West of Red Bluff ",8836,100,,Tehama County Sheriff's Office,-122.64,40.12,Wildfire,14ad161c-bfc6-41ae-af84-a464084a4142,https://www.fire.ca.gov/incidents/2019/9/5/red-bank-fire/,2019-09-13T19:00:00Z,2019-09-13,2019-09-05,N,TRUE,FALSE
Horseshoe Fire ,Y,2022-10-21T13:53:51Z,2019-09-14T17:53:00Z,CAL FIRE RRU (Riverside County Fire),,Riverside,"Horseshoe Trail and Stagecoach Road, Juniper Flats",503,100,,"CAL FIRE RRU (Riverside County Fire), Murrieta Fire Protection District, Riverside City FD, Riverside County Sheriff’s Office",-117.043723,33.4853,Wildfire,c9327432-b3d3-4ea1-b810-d339dc9e25c3,https://www.fire.ca.gov/incidents/2019/9/14/horseshoe-fire/,,,2019-09-14,N,FALSE,FALSE
Baseline Fire ,Y,2022-10-21T13:54:28Z,2019-09-20T15:02:08Z,CAL FIRE Nevada-Yuba-Placer Unit,,Placer,"Baseline Road and Country Acres Lane, north of Rio Linda ",640,100,,"Sacramento Metro Fire Department, Roseville City Fire Department, Placer County Fire, South Placer Fire, Penryn Fire",-121.432636,38.751648,Wildfire,ebc468e3-c2ec-43ff-95e9-c319a7ec3d40,https://www.fire.ca.gov/incidents/2019/9/20/baseline-fire/,,,2019-09-20,N,TRUE,FALSE
Easy Fire,Y,2022-10-21T13:54:43Z,2019-10-30T07:45:14Z,Ventura County Fire Department,,Ventura,"West Easy Street and West Los Angeles Avenue, Simi Valley",2375,100,,"Ventura County Emergency, Ventura County Fire Department",-118.803389,34.282179,Wildfire,00e6d6d5-f168-45fa-817a-f7758a5170b7,https://www.fire.ca.gov/incidents/2019/10/30/easy-fire/,2019-11-02T18:57:00Z,2019-11-02,2019-10-30,N,TRUE,FALSE
Hill Fire ,Y,2022-10-21T13:55:18Z,2019-10-31T08:19:00Z,CAL FIRE Riverside County Fire Department ,,Riverside,"Granite Hill and Pyrite Street, in Jurupa Valley ",628,100,,CAL FIRE: Riverside County Fire Department ,-117.4625,34.01778,Wildfire,8f23653c-1a4c-4609-bfb3-72b1665eab69,https://www.fire.ca.gov/incidents/2019/10/31/hill-fire/,2019-11-02T18:44:00Z,2019-11-02,2019-10-31,N,TRUE,FALSE
Foothills Fire,Y,2022-10-21T13:55:37Z,2019-11-25T12:39:44Z,CAL FIRE Nevada-Yuba-Placer Unit,,Placer,"Foothills and McAnally Drive, northwest of Roseville",308,100,,,-121.325842,38.838992,Wildfire,77d64e4c-a50f-4f4d-a750-e6a6f0ddadc9,https://www.fire.ca.gov/incidents/2019/11/25/foothills-fire/,,,2019-11-25,N,TRUE,FALSE
Creek Fire,Y,2022-10-21T15:12:25Z,2020-09-04T18:21:00Z,Sierra National Forest ,,"Fresno, Madera","Both sides of the San Joaquin River near Mammoth Pool, Shaver Lake, Big Creek and Huntington Lake",379895,100,,Sierra National Forest ,-119.261175,37.19147,Wildfire,7e359448-0344-4407-a289-e4fb7823ac3c,https://www.fire.ca.gov/incidents/2020/9/4/creek-fire/,,,2020-09-04,N,FALSE,FALSE
SCU Lightning Complex,Y,2022-10-21T15:13:34Z,2020-08-16T09:25:25Z,CAL FIRE Santa Clara Unit,,"Santa Clara, San Joaquin, Contra Costa, Alameda, Stanislaus","Multiple locations throughout Santa Clara County, Alameda County, Contra Costa County, San Joaquin County, Merced and Stanislaus County",396624,100,,"Cooperating Agencies: Alameda County FD / SO / Animal Services, Atwater City FD / City Manager, CA Dept of Water Resources, CA Dept of Corrections and Rehabilitation, Cal OES, CA Conservation Corps, CA Dept Parks & Recreation, CHP, San Jose City FD /PD, Contra Costa County FPD / SO / OES, DLA San Joaquin County FD, Dos Palos PD / City Manager, East Bay Regional Park, East Contra Costa FD, Fremont City FD / PD / Mayor, Gustine City PD / City Manager, Hollister/San Benito County FD, Livermore-Pleasanton FD / PD, Livingston City Manager, Los Banos FD / PD, Merced City FD, Merced County Fire / SO / Sheriff Animal Services / OES, Milpitas FD / PD, Morgan Hill PD, PG&E, Pleasanton PD, San Benito County SO, San Francisco Water Department, San Joaquin County SO, San Jose FD, San Jose Water Company, San Ramon Valley FD, Santa Clara County FD / SO / Animal Control / Parks, Santa Clara Valley Water District, SF Water Department, South San Joaquin County Fire Authority, Stanislaus County Consolidated FD / SO / OES, Tracy PD, Turlock Irrigation District, CAL FIRE Santa Clara Unit",-121.30435,37.439437,Wildfire,22c6ea3c-304c-4b3b-bfba-7c9dfc63d9da,https://www.fire.ca.gov/incidents/2020/8/16/scu-lightning-complex/,2020-10-01T10:29:00Z,2020-10-01,2020-08-16,N,TRUE,FALSE
Irish Fire,Y,2022-10-24T10:21:26Z,2018-07-06T14:42:00Z,CAL FIRE Amador - El Dorado Unit,,Amador,"off Irish Ridge Road and Carbondale Road, southeast of Plymouth",825,100,All roads are opened.,"CAL FIRE Amador - El Dorado Unit, Amador County FD, Amador County Sheriff, Sac Metro FD, Diamond Springs FD, CHP, USFS, ENF, Shingle Springs Miwok Tribe FD, Garden Valley Fire Protection District, PG&E, Sacramento Regional Incident Management Team",-120.95408,38.42623,Wildfire,be804253-e994-4f40-9e07-5c215533231c,https://www.fire.ca.gov/incidents/2018/7/6/irish-fire/,2019-01-04T09:54:00Z,2019-01-04,2018-07-06,N,TRUE,FALSE
River Fire (Mendocino Complex),Y,2022-10-24T10:22:31Z,2018-07-27T13:01:00Z,Unified command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest ,,"Colusa, Lake, Mendocino","Old River Rd, near Mile Marker Post 7.9, Hopland",48920,100,,"Unified command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest , Potter Valley Fire, Redwood Valley Fire, Ukiah Fire, California Office of Emergency Services, California Department of Corrections and Rehabilitation, California SR Patrol, Lake County Sheriff’s Office, Mendocino County Sheriff’s Office, Colusa County Sheriff’s Office, Glenn County Sheriff’s Office, California Highway Patrol, Australia and New Zealand Fire, Bureau of Land Management, Hopland Fire, Lakeport Fire, PG&E, AT&T, California Conservation Corps, and additional agencies from throughout California and other States.",-123.11971,39.04786,Wildfire,af30fe23-6cfd-4fd6-b2d9-91648eeae814,https://www.fire.ca.gov/incidents/2018/7/27/river-fire-mendocino-complex/,2019-01-04T09:18:00Z,2019-01-04,2018-07-27,N,TRUE,FALSE
Ranch Fire (Mendocino Complex),Y,2022-10-24T10:23:14Z,2018-07-27T12:05:00Z,USFS Mendocino National Forest ,,"Colusa, Mendocino, Glenn, Lake","off Highway 20 near Potter Valley, northeast of Ukiah",410203,100,,"USFS Mendocino National Forest , Potter Valley Fire, Redwood Valley Fire, Ukiah Fire, California Office of Emergency Services, California Department of Corrections and Rehabilitation, Lake County Sheriff’s Office, Mendocino County Sheriff’s Office, Colusa County Sheriff’s Office, Glenn County Sheriff’s Office, California Highway Patrol, Pilsbury FPD, Australia and New Zealand Fire, Bureau of Land Management, Bureau of Indian Affairs, Department of Defense, US Fish and Wildlife, National Park Service, Hopland Fire, Lakeport Fire, PG&E, AT&T, California Conservation Corps, North Shore Fire, American Red Cross, Kelseyville Fire, California State Parks, Cal Water, Lake County Farm Bureau, Nevada Division of Forestry, Nevada Department of Corrections and additional agencies from throughout California and other States",-123.103367,39.243283,Wildfire,90b0daf7-5d84-42d9-bb35-bb78d4faf950,https://www.fire.ca.gov/incidents/2018/7/27/ranch-fire-mendocino-complex/,2019-01-04T09:33:00Z,2019-01-04,2018-07-27,N,TRUE,FALSE
Woolsey Fire,Y,2022-10-24T10:24:37Z,2018-11-08T14:24:00Z,Ventura County Fire Dept. and Los Angeles County Fire Dept.,,"Los Angeles, Ventura","E Street and Alfa Road Rd, South of Simi Valley",96949,100,,"Ventura County Fire Dept. and Los Angeles County Fire Dept., Southern California Edison, Southern California Gas Company, California Department of Corrections and Rehabilitation (CDCR), California Conservation Corps (CCC), California Department of Fish & Game, California Highway Patrol, Public Health Department, California State Parks, Caltrans, Ventura County Animal Control, LA County Animal Control, Office of Emergency Management, American Red Cross, Los Angeles Police Department, Los Angeles City Fire Department",-118.70128,34.235,Wildfire,92d7aeea-7abf-47a4-bf76-a4fe0fac65c6,https://www.fire.ca.gov/incidents/2018/11/8/woolsey-fire/,2019-01-04T08:42:00Z,2019-01-04,2018-11-08,N,TRUE,FALSE
Camp Fire,Y,2022-10-24T10:25:14Z,2018-11-08T06:33:00Z,"Unified Command: CAL FIRE, Butte County Sheriff Department, Paradise Police Department, USFS",,Butte,Pulga Road at Camp Creek Road near Jarbo Gap,153336,100,See Incident Update,"Unified Command: CAL FIRE, Butte County Sheriff Department, Paradise Police Department, USFS, California Department of Transportation, California Department of Corrections and Rehabilitation, California Highway Patrol, California Office of Emergency Services, National Weather Service, California Conservation Corps, Butte County, City of Chico",-121.4347,39.8134,Wildfire,75dafe80-f18a-4a4a-9a37-4b564c5f6014,https://www.fire.ca.gov/incidents/2018/11/8/camp-fire/,2018-11-25T08:00:00Z,2018-11-25,2018-11-08,N,TRUE,FALSE
Pawnee Fire,Y,2022-10-24T10:26:11Z,2018-06-23T17:21:00Z,CAL FIRE Sonoma-Lake-Napa Unit,,Lake,"Pawnee Rd & New Long Valley Rd, northeast of Clearlake Oaks ",15180,100,Walker Ridge Road at Highway 20,"CAL FIRE Sonoma-Lake-Napa Unit, Lake County OES, California Department of Corrections and Rehabilitation, California Conservation Corps, Bureau of Land Management, California Highway Patrol and PG&E.",-122.59848,39.0674,Wildfire,25574325-cf1d-4191-bc3d-c50ed0a15f9c,https://www.fire.ca.gov/incidents/2018/6/23/pawnee-fire/,2019-01-04T10:01:00Z,2019-01-04,2018-06-23,N,TRUE,FALSE
Hyatt Fire,Y,2022-10-24T10:27:20Z,2018-06-27T15:09:00Z,CAL FIRE Lassen Modoc Unit,,Lassen,"Hyatt Ln and Standish Buntingville Rd, 5 miles east of Janesville",383,100,,CAL FIRE Lassen Modoc Unit,-120.45053,40.316137,Wildfire,218619b5-ad0c-4238-8e31-ab6d98932a73,https://www.fire.ca.gov/incidents/2018/6/27/hyatt-fire/,2019-01-04T09:59:00Z,2019-01-04,2018-06-27,N,TRUE,FALSE
Waverly Fire,Y,2022-10-24T10:27:36Z,2018-06-29T15:11:00Z,CAL FIRE Tuolumne-Calaveras Unit,,San Joaquin,"off North Waverly Road and North Shelton Road, east of Linden",11789,100,,CAL FIRE Tuolumne-Calaveras Unit,-120.945482,38.052055,Wildfire,4efc7855-ecbf-4507-8435-399e23a91fef,https://www.fire.ca.gov/incidents/2018/6/29/waverly-fire/,2019-01-04T09:58:00Z,2019-01-04,2018-06-29,N,TRUE,FALSE
County Fire,Y,2022-10-24T10:27:53Z,2018-06-30T14:12:00Z,CAL FIRE Sonoma-Lake-Napa Unit,,"Napa, Yolo",east of Lake Berryessa,90000,100,,"CAL FIRE Sonoma-Lake-Napa Unit, California Department of Corrections and Rehabilitation, Cal OES, California Highway Patrol, California Conservation Corps, Yolo County OES, Yolo County Sheriff, Solano County Sheriff, Napa County Sheriff, PG&E, Bureau of Indian Affairs, Yocha Dehe Wintun Nation, Bureau of Land Management, United States Forest Service, California Air National Guard and California National Guard.",-122.18183,38.80583,Wildfire,97ff14e8-6d08-4214-ad3b-847fa3a0e84a,https://www.fire.ca.gov/incidents/2018/6/30/county-fire/,2019-01-04T09:57:00Z,2019-01-04,2018-06-30,N,TRUE,FALSE
Hill Fire,Y,2022-10-24T10:30:57Z,2018-11-08T14:03:00Z,"Unified Command: CAL FIRE, Ventura County Fire, Ventura Sheriff Dept, LA County Fire, LA City Fire, LA Sherriff Dept, LA Police Dept",,Ventura,"Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley",4381,100,,"Unified Command: CAL FIRE, Ventura County Fire, Ventura Sheriff Dept, LA County Fire, LA City Fire, LA Sherriff Dept, LA Police Dept, California Highway Patrol, Cal Trans, Southern California Edison, Southern California Gas Company, Camrosa Water District",-118.93444,34.22685,Wildfire,bc95da49-28a0-4e56-88d9-72e7455063c0,https://www.fire.ca.gov/incidents/2018/11/8/hill-fire/,2019-01-04T08:43:00Z,2019-01-04,2018-11-08,N,TRUE,FALSE
Carr Fire,Y,2022-10-24T10:31:23Z,2018-07-23T13:15:00Z,"Unified Command: CAL FIRE Shasta-Trinity Unit, US Forest Service and NPS Whiskeytown National Recreation Area",,"Shasta, Trinity","Hwy 299 and Carr Powerhouse Rd, Whiskeytown",229651,100,,"Unified Command: CAL FIRE Shasta-Trinity Unit, US Forest Service and NPS Whiskeytown National Recreation Area, PG&E, CHP, CAL OES, Bureau of Land Management, CCC, CDCR",-122.62357,40.65428,Wildfire,240b1f55-0f4e-448d-a4ce-3ecfec7a6c9d,https://www.fire.ca.gov/incidents/2018/7/23/carr-fire/,2018-08-30T09:37:00Z,2018-08-30,2018-07-23,N,TRUE,FALSE
Lobo Fire (Wind Complex),Y,2022-10-24T10:56:50Z,2017-10-08T00:01:00Z,CAL FIRE Nevada-Yuba-Placer Unit,,Nevada,"near Lone Lobo Trail, Rough and Ready",821,100,,"CAL FIRE Nevada-Yuba-Placer Unit, Nevada County Sheriff’s Office, Butte County Sheriff’s Office, Yuba County Sheriff’s Office, Cal OES, Red Cross, California Highway Patrol, California Department of Corrections and Rehabilitation, PG & E, California Department of Transportation and Nevada Irrigation District.",-121.12792,39.24549,Wildfire,29c37ab7-3af9-458f-b6d3-72023a8c1046,https://www.fire.ca.gov/incidents/2017/10/8/lobo-fire-wind-complex/,2018-02-09T09:51:00Z,2018-02-09,2017-10-08,N,TRUE,FALSE
Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),Y,2022-10-24T10:58:15Z,2017-10-09T22:00:00Z,CAL FIRE Sonoma-Lake-Napa Unit,,"Napa, Sonoma","Hwy 12, north of Glen Ellen",44573,100,,CAL FIRE Sonoma-Lake-Napa Unit,-122.5209,38.4041,Wildfire,be79d28c-767d-4a0d-b168-e86a5842004f,https://www.fire.ca.gov/incidents/2017/10/9/nuns-adobe-norrbom-pressley-partrick-fires-oakmont-central-lnu-complex/,2018-02-09T09:30:00Z,2018-02-09,2017-10-09,N,TRUE,FALSE
Redwood Valley Fire (Mendocino Lake Complex),Y,2022-10-24T11:00:54Z,2017-10-08T23:36:00Z,CAL FIRE Mendocinio Unit,,Mendocino,"North of Hwy 20, west of Mendocino National Forest, south of Black Bart",36523,100,,"CAL FIRE Mendocinio Unit, Mendocino County, CALTRANS, California Dept. of Corrections and Rehabilitation, American Red Cross, PG&E, National Weather Service, and California Conservations Corps.",-123.16635,39.24873,Wildfire,c229ea5c-2ebd-4f80-892e-fc5da8a1eeea,https://www.fire.ca.gov/incidents/2017/10/8/redwood-valley-fire-mendocino-lake-complex/,2018-02-09T08:56:00Z,2018-02-09,2017-10-08,N,TRUE,FALSE
Atlas Fire (Southern LNU Complex),Y,2022-10-24T11:01:11Z,2017-10-09T21:52:00Z,CAL FIRE Sonoma-Lake-Napa Unit,,"Napa, Solano","Off of Altas Peak Rd, south of Lake Berryessa",51624,100,,"CAL FIRE Sonoma-Lake-Napa Unit, CHP, Napa County	OES, Sonoma	County OES, Solano County OES, California State Parks, PG&E	and	CDCR.",-122.24367,38.39206,Wildfire,676946dc-1b38-4a09-9bbe-9ce638cfed52,https://www.fire.ca.gov/incidents/2017/10/9/atlas-fire-southern-lnu-complex/,2018-02-09T09:37:00Z,2018-02-09,2017-10-09,N,TRUE,FALSE
Thomas Fire,Y,2022-10-24T11:02:59Z,2017-12-04T18:28:00Z,US Forest Service - Los Padres National Forest ,,"Santa Barbara, Ventura","Hwy 150 and Hwy 126, north of Santa Paula",281893,100,,"US Forest Service - Los Padres National Forest , CAL FIRE, Ventura County Fire, Ventura County Sheriff, Santa Barbara County Fire, Santa Barbara County Sheriff, City of Ventura Fire Department, City of Ventura Police Department, USFS/Los Padres National Forest, CAL OES, Red Cross, Southern California Edison, CHP, California Dept. of Corrections and Rehabilitation, SoCaGas, Crimson Pipeline, Wildfire Defense Systems, CA Resources Group, Santa Paula Police, Santa Paula Fire, Ventura County OES, Santa Barbara OEM",-119.09124,34.41521,Wildfire,d28bc34e-73a8-454d-9e55-dea7bdd40bee,https://www.fire.ca.gov/incidents/2017/12/4/thomas-fire/,2018-01-12T11:24:00Z,2018-01-12,2017-12-04,N,TRUE,FALSE
Wragg Fire,Y,2022-10-24T11:17:51Z,2015-07-22T14:24:00Z,CAL FIRE Sonoma-Lake-Napa Unit,,Napa,"Off of Hwy 128 near Greaves Rd, Lake Berryessa",8051,100,All road open to normal traffic.,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, Napa County Fire, Winters FPD, Vacaville FPD, Vacaville City Fire, City of Winters, Napa County Sheriff, Solano County Sheriff, Yolo County Sheriff, CHP, Red Cross, PG&E, Napa County Road Department, CDCR, CalOES, Salvation Army, CCC, BLM, CalTrans, Air Resources Board, Bureau of Reclamation, Yocha Dehe Wintun Nation, and CAL FIRE Incident Management Team 6",-122.1145,38.4994,Wildfire,c2279826-dc2f-4eb5-9d3b-3d03eb0b139f,https://www.fire.ca.gov/incidents/2015/7/22/wragg-fire/,2015-08-05T17:30:00Z,2015-08-05,2015-07-22,N,TRUE,FALSE
